economy,Country_name,Year,Population_of_compulsory_school_age_both_sexes_number,Repeaters_in_Grade_5_of_lower_secondary_general_education_female_number,Repeaters_in_grade_unknown_of_lower_secondary_general_education_both_sexes_numbe,School_age_population_last_grade_of_primary_education_female_number,School_age_population_lower_secondary_education_both_sexes_number,School_age_population_primary_education_both_sexes_number,School_age_population_secondary_education_female_number,School_age_population_tertiary_education_male_number,School_age_population_upper_secondary_education_both_sexes_number,School_life_expectancy_primary_female_years
CRI,Costa Rica,1995,,,0.0,,,,,,,
CRI,Costa Rica,1996,,,0.0,,,,,,,
CRI,Costa Rica,1997,,,0.0,,,,,,,
CRI,Costa Rica,1998,,,0.0,,,,,,,
CRI,Costa Rica,1999,,,0.0,,,,,,,
CRI,Costa Rica,2000,,,0.0,,,,,,,
CRI,Costa Rica,2001,,,0.0,,,,,,,
CRI,Costa Rica,2002,,,0.0,,,,,,,
CRI,Costa Rica,2003,,,0.0,,,,,,,
CRI,Costa Rica,2004,,,0.0,,,,,,,
CRI,Costa Rica,2005,,,0.0,,,,,,,
CRI,Costa Rica,2006,,,0.0,,,,,,,
CRI,Costa Rica,2007,,,0.0,,,,,,,
CRI,Costa Rica,2008,,,0.0,,,,,,,
CRI,Costa Rica,2009,,,0.0,,,,,,,
CRI,Costa Rica,2010,,,0.0,,,,,,,
CRI,Costa Rica,2011,,,0.0,,,,,,,
CRI,Costa Rica,2012,,,0.0,,,,,,,
CRI,Costa Rica,2013,,,0.0,,,,,,,
CRI,Costa Rica,2014,,,0.0,,,,,,,
CRI,Costa Rica,2015,,,0.0,,,,,,,
CRI,Costa Rica,2016,,,0.0,,,,,,,
CRI,Costa Rica,2017,,,0.0,,,,,,,
CRI,Costa Rica,2018,,,0.0,,,,,,,
CRI,Costa Rica,2019,,,0.0,,,,,,,
CRI,Costa Rica,2020,,,0.0,,,,,,,
CRI,Costa Rica,2021,,,0.0,,,,,,,
CRI,Costa Rica,2022,,,0.0,,,,,,,
DEU,Germany,1970,,,,,6728877.0,,,,,
DEU,Germany,1971,,,,,6908494.0,,,,,
DEU,Germany,1972,,,,,7128385.0,,,,,
DEU,Germany,1973,,,,,7334492.0,,,,,
DEU,Germany,1974,,,,,7538533.0,,,,,
DEU,Germany,1975,,,,,7717558.0,,,,,
DEU,Germany,1976,,,,,7817423.0,,,,,
DEU,Germany,1977,,,,,7865690.0,,,,,
DEU,Germany,1978,,,,,7827339.0,,,,,
DEU,Germany,1979,,,,,7716771.0,,,,,
DEU,Germany,1980,,,,,7501942.0,,,,,
DEU,Germany,1981,,,,,7200903.0,,,,,
DEU,Germany,1982,,,,,6874930.0,,,,,
DEU,Germany,1983,,,,,6460386.0,,,,,
DEU,Germany,1984,,,,,6007404.0,,,,,
DEU,Germany,1985,,,,,5589148.0,,,,,
DEU,Germany,1986,,,,,5234944.0,,,,,
DEU,Germany,1987,,,,,4991181.0,,,,,
DEU,Germany,1988,,,,,4820289.0,,,,,
DEU,Germany,1989,,,,,4766103.0,,,,,
DEU,Germany,1990,,,,,4817516.0,,,,,
DEU,Germany,1991,,,,,4932487.0,,,,,
DEU,Germany,1992,,,,,5068926.0,,,,,
DEU,Germany,1993,,,,,5185474.0,,,,,
DEU,Germany,1994,,,,,5266750.0,,,,,
DEU,Germany,1995,,,,,5326574.0,,,,,
DEU,Germany,1996,,,,,5368622.0,,,,,
DEU,Germany,1997,,,,,5387573.0,,,,,
DEU,Germany,1998,,,,,5415048.0,,,,,
DEU,Germany,1999,,,,,5455915.0,,,,,
DEU,Germany,2000,,,,,5597827.0,,,,,
DEU,Germany,2001,,,,,5665067.0,,,,,
DEU,Germany,2002,,,,,5648920.0,,,,,
DEU,Germany,2003,,,,,5564637.0,,,,,
DEU,Germany,2004,,,,,5434946.0,,,,,
DEU,Germany,2005,,,,,5248500.0,,,,,
DEU,Germany,2006,,,,,5075862.0,,,,,
DEU,Germany,2007,,,,,4913504.0,,,,,
DEU,Germany,2008,,,,,4853613.0,,,,,
DEU,Germany,2009,,,,,4800662.0,,,,,
DEU,Germany,2010,,,,,4755420.0,,,,,
DEU,Germany,2011,,,,,4718962.0,,,,,
DEU,Germany,2012,,,,,4691001.0,,,,,
DEU,Germany,2013,,,,,4627433.0,,,,,
DEU,Germany,2014,,,,,4541987.0,,,,,
DEU,Germany,2015,,,,,4495495.0,,,,,
DEU,Germany,2016,,,,,4497881.0,,,,,
DEU,Germany,2017,,,,,4453056.0,,,,,
DEU,Germany,2018,,,,,4443003.0,,,,,
DEU,Germany,2019,,,,,4454531.0,,,,,
DEU,Germany,2020,,,,,4459736.0,,,,,
DEU,Germany,2021,,,,,4469312.0,,,,,
DEU,Germany,2022,,,,,4483479.0,,,,,
DEU,Germany,2023,,,,,4513388.0,,,,,
DMA,Dominica,1970,,,,,,,,2731.0,,
DMA,Dominica,1971,,,,,,,,2835.0,,
DMA,Dominica,1972,,,,,,,,2986.0,,
DMA,Dominica,1973,,,,,,,,3183.0,,
DMA,Dominica,1974,,,,,,,,3403.0,,
DMA,Dominica,1975,,,,,,,,3616.0,,
DMA,Dominica,1976,,,,,,,,3815.0,,
DMA,Dominica,1977,,,,,,,,3982.0,,
DMA,Dominica,1978,,,,,,,,4113.0,,
DMA,Dominica,1979,,,,,,,,4206.0,,
DMA,Dominica,1980,,,,,,,,4284.0,,
DMA,Dominica,1981,,,,,,,,4340.0,,
DMA,Dominica,1982,,,,,,,,4374.0,,
DMA,Dominica,1983,,,,,,,,4381.0,,
DMA,Dominica,1984,,,,,,,,4376.0,,
DMA,Dominica,1985,,,,,,,,4360.0,,
DMA,Dominica,1986,,,,,,,,4315.0,,
DMA,Dominica,1987,,,,,,,,4221.0,,
DMA,Dominica,1988,,,,,,,,4114.0,,
DMA,Dominica,1989,,,,,,,,4034.0,,
DMA,Dominica,1990,,,,,,,,3969.0,,
DMA,Dominica,1991,,,,,,,,3892.0,,
DMA,Dominica,1992,,,,,,,,3777.0,,
DMA,Dominica,1993,,,,,,,,3577.0,,
DMA,Dominica,1994,,,,,,,,3352.0,,
DMA,Dominica,1995,,,,,,,,3118.0,,
DMA,Dominica,1996,,,,,,,,2914.0,,
DMA,Dominica,1997,,,,,,,,2794.0,,
DMA,Dominica,1998,,,,,,,,2733.0,,
DMA,Dominica,1999,,,,,,,,2730.0,,
DMA,Dominica,2000,,,,,,,,2773.0,,
DMA,Dominica,2001,,,,,,,,2849.0,,
DMA,Dominica,2002,,,,,,,,2977.0,,
DMA,Dominica,2003,,,,,,,,3084.0,,
DMA,Dominica,2004,,,,,,,,3106.0,,
DMA,Dominica,2005,,,,,,,,3067.0,,
DMA,Dominica,2006,,,,,,,,3014.0,,
DMA,Dominica,2007,,,,,,,,2968.0,,
DMA,Dominica,2008,,,,,,,,2948.0,,
DMA,Dominica,2009,,,,,,,,2979.0,,
DMA,Dominica,2010,,,,,,,,3050.0,,
DMA,Dominica,2011,,,,,,,,3109.0,,
DMA,Dominica,2012,,,,,,,,3169.0,,
DMA,Dominica,2013,,,,,,,,3207.0,,
DMA,Dominica,2014,,,,,,,,3090.0,,
DMA,Dominica,2015,,,,,,,,3227.0,,
DMA,Dominica,2016,,,,,,,,3067.0,,
DMA,Dominica,2017,,,,,,,,3029.0,,
DMA,Dominica,2018,,,,,,,,3017.0,,
DMA,Dominica,2019,,,,,,,,3005.0,,
DMA,Dominica,2020,,,,,,,,2984.0,,
DMA,Dominica,2021,,,,,,,,2949.0,,
DMA,Dominica,2022,,,,,,,,2911.0,,
DMA,Dominica,2023,,,,,,,,2841.0,,
DZA,Algeria,1998,7610676.0,,,,,,,,,
DZA,Algeria,1999,7569975.0,,,,,,,,,
DZA,Algeria,2000,7506254.0,,,,,,,,,
DZA,Algeria,2001,7419251.0,,,,,,,,,
DZA,Algeria,2002,7302486.0,,,,,,,,,
DZA,Algeria,2003,7164152.0,,,,,,,,,
DZA,Algeria,2004,7010763.0,,,,,,,,,
DZA,Algeria,2005,6818861.0,,,,,,,,,
DZA,Algeria,2006,6631497.0,,,,,,,,,
DZA,Algeria,2007,6466377.0,,,,,,,,,
DZA,Algeria,2008,6315771.0,,,,,,,,,
DZA,Algeria,2009,6183521.0,,,,,,,,,
DZA,Algeria,2010,6090881.0,,,,,,,,,
DZA,Algeria,2011,6042406.0,,,,,,,,,
DZA,Algeria,2012,6050533.0,,,,,,,,,
DZA,Algeria,2013,6115513.0,,,,,,,,,
DZA,Algeria,2014,6240259.0,,,,,,,,,
DZA,Algeria,2015,6452235.0,,,,,,,,,
DZA,Algeria,2016,6702429.0,,,,,,,,,
DZA,Algeria,2017,6978751.0,,,,,,,,,
DZA,Algeria,2018,7279551.0,,,,,,,,,
DZA,Algeria,2019,7610408.0,,,,,,,,,
DZA,Algeria,2020,7928613.0,,,,,,,,,
DZA,Algeria,2021,8245454.0,,,,,,,,,
DZA,Algeria,2022,8551361.0,,,,,,,,,
DZA,Algeria,2023,8835618.0,,,,,,,,,
EGY,"Egypt, Arab Rep",1970,,,,,,,2215336.0,,,
EGY,"Egypt, Arab Rep",1971,,,,,,,2276018.0,,,
EGY,"Egypt, Arab Rep",1972,,,,,,,2329950.0,,,
EGY,"Egypt, Arab Rep",1973,,,,,,,2383114.0,,,
EGY,"Egypt, Arab Rep",1974,,,,,,,2438486.0,,,
EGY,"Egypt, Arab Rep",1975,,,,,,,2496076.0,,,
EGY,"Egypt, Arab Rep",1976,,,,,,,2557705.0,,,
EGY,"Egypt, Arab Rep",1977,,,,,,,2620191.0,,,
EGY,"Egypt, Arab Rep",1978,,,,,,,2681483.0,,,
EGY,"Egypt, Arab Rep",1979,,,,,,,2744665.0,,,
EGY,"Egypt, Arab Rep",1980,,,,,,,2805099.0,,,
EGY,"Egypt, Arab Rep",1981,,,,,,,2863856.0,,,
EGY,"Egypt, Arab Rep",1982,,,,,,,2918817.0,,,
EGY,"Egypt, Arab Rep",1983,,,,,,,2973088.0,,,
EGY,"Egypt, Arab Rep",1984,,,,,,,3033424.0,,,
EGY,"Egypt, Arab Rep",1985,,,,,,,3095143.0,,,
EGY,"Egypt, Arab Rep",1986,,,,,,,3158891.0,,,
EGY,"Egypt, Arab Rep",1987,,,,,,,3231962.0,,,
EGY,"Egypt, Arab Rep",1988,,,,,,,3318058.0,,,
EGY,"Egypt, Arab Rep",1989,,,,,,,3416801.0,,,
EGY,"Egypt, Arab Rep",1990,,,,,,,3650318.0,,,
EGY,"Egypt, Arab Rep",1991,,,,,,,3788507.0,,,
EGY,"Egypt, Arab Rep",1992,,,,,,,3923695.0,,,
EGY,"Egypt, Arab Rep",1993,,,,,,,4053355.0,,,
EGY,"Egypt, Arab Rep",1994,,,,,,,4185542.0,,,
EGY,"Egypt, Arab Rep",1995,,,,,,,4324752.0,,,
EGY,"Egypt, Arab Rep",1996,,,,,,,4454858.0,,,
EGY,"Egypt, Arab Rep",1997,,,,,,,4581059.0,,,
EGY,"Egypt, Arab Rep",1998,,,,,,,4706398.0,,,
EGY,"Egypt, Arab Rep",1999,,,,,,,4830921.0,,,
EGY,"Egypt, Arab Rep",2000,,,,,,,4938542.0,,,
EGY,"Egypt, Arab Rep",2001,,,,,,,5012362.0,,,
EGY,"Egypt, Arab Rep",2002,,,,,,,5057997.0,,,
EGY,"Egypt, Arab Rep",2003,,,,,,,5074674.0,,,
EGY,"Egypt, Arab Rep",2004,,,,,,,5089039.0,,,
EGY,"Egypt, Arab Rep",2005,,,,,,,5087599.0,,,
EGY,"Egypt, Arab Rep",2006,,,,,,,5080648.0,,,
EGY,"Egypt, Arab Rep",2007,,,,,,,5065862.0,,,
EGY,"Egypt, Arab Rep",2008,,,,,,,5057616.0,,,
EGY,"Egypt, Arab Rep",2009,,,,,,,5062879.0,,,
EGY,"Egypt, Arab Rep",2010,,,,,,,5086003.0,,,
EGY,"Egypt, Arab Rep",2011,,,,,,,5113066.0,,,
EGY,"Egypt, Arab Rep",2012,,,,,,,5157311.0,,,
EGY,"Egypt, Arab Rep",2013,,,,,,,5206760.0,,,
EGY,"Egypt, Arab Rep",2014,,,,,,,5278648.0,,,
EGY,"Egypt, Arab Rep",2015,,,,,,,5350755.0,,,
EGY,"Egypt, Arab Rep",2016,,,,,,,5428075.0,,,
EGY,"Egypt, Arab Rep",2017,,,,,,,5499743.0,,,
EGY,"Egypt, Arab Rep",2018,,,,,,,5583371.0,,,
EGY,"Egypt, Arab Rep",2019,,,,,,,5672633.0,,,
EGY,"Egypt, Arab Rep",2020,,,,,,,5775844.0,,,
EGY,"Egypt, Arab Rep",2021,,,,,,,5890275.0,,,
EGY,"Egypt, Arab Rep",2022,,,,,,,6011857.0,,,
EGY,"Egypt, Arab Rep",2023,,,,,,,6186082.0,,,
FIN,Finland,1970,,,,,,,250165.0,,,
FIN,Finland,1971,,,,,,,246006.0,,,
FIN,Finland,1972,,,,,,,241342.0,,,
FIN,Finland,1973,,,,,,,238905.0,,,
FIN,Finland,1974,,,,,,,235462.0,,,
FIN,Finland,1975,,,,,,,232483.0,,,
FIN,Finland,1976,,,,,,,228913.0,,,
FIN,Finland,1977,,,,,,,227001.0,,,
FIN,Finland,1978,,,,,,,227201.0,,,
FIN,Finland,1979,,,,,,,225025.0,,,
FIN,Finland,1980,,,,,,,223182.0,,,
FIN,Finland,1981,,,,,,,220993.0,,,
FIN,Finland,1982,,,,,,,218083.0,,,
FIN,Finland,1983,,,,,,,212024.0,,,
FIN,Finland,1984,,,,,,,205835.0,,,
FIN,Finland,1985,,,,,,,199464.0,,,
FIN,Finland,1986,,,,,,,191599.0,,,
FIN,Finland,1987,,,,,,,183237.0,,,
FIN,Finland,1988,,,,,,,179195.0,,,
FIN,Finland,1989,,,,,,,179088.0,,,
FIN,Finland,1990,,,,,,,180576.0,,,
FIN,Finland,1991,,,,,,,182874.0,,,
FIN,Finland,1992,,,,,,,186196.0,,,
FIN,Finland,1993,,,,,,,190587.0,,,
FIN,Finland,1994,,,,,,,191669.0,,,
FIN,Finland,1995,,,,,,,191717.0,,,
FIN,Finland,1996,,,,,,,191917.0,,,
FIN,Finland,1997,,,,,,,192905.0,,,
FIN,Finland,1998,,,,,,,193817.0,,,
FIN,Finland,1999,,,,,,,193502.0,,,
FIN,Finland,2000,,,,,,,192382.0,,,
FIN,Finland,2001,,,,,,,190491.0,,,
FIN,Finland,2002,,,,,,,189516.0,,,
FIN,Finland,2003,,,,,,,187933.0,,,
FIN,Finland,2004,,,,,,,187944.0,,,
FIN,Finland,2005,,,,,,,189196.0,,,
FIN,Finland,2006,,,,,,,191953.0,,,
FIN,Finland,2007,,,,,,,194352.0,,,
FIN,Finland,2008,,,,,,,195213.0,,,
FIN,Finland,2009,,,,,,,194977.0,,,
FIN,Finland,2010,,,,,,,192601.0,,,
FIN,Finland,2011,,,,,,,189795.0,,,
FIN,Finland,2012,,,,,,,185333.0,,,
FIN,Finland,2013,,,,,,,182083.0,,,
FIN,Finland,2014,,,,,,,178122.0,,,
FIN,Finland,2015,,,,,,,175112.0,,,
FIN,Finland,2016,,,,,,,173103.0,,,
FIN,Finland,2017,,,,,,,172370.0,,,
FIN,Finland,2018,,,,,,,173069.0,,,
FIN,Finland,2019,,,,,,,173671.0,,,
FIN,Finland,2020,,,,,,,175516.0,,,
FIN,Finland,2021,,,,,,,177357.0,,,
FIN,Finland,2022,,,,,,,180079.0,,,
FIN,Finland,2023,,,,,,,182296.0,,,
GIN,Guinea,1970,,,,46158.0,,,,,,
GIN,Guinea,1971,,,,47135.0,,,,,,
GIN,Guinea,1972,,,,48131.0,,,,,,
GIN,Guinea,1973,,,,49209.0,,,,,,
GIN,Guinea,1974,,,,50245.0,,,,,,
GIN,Guinea,1975,,,,51328.0,,,,,,
GIN,Guinea,1976,,,,52378.0,,,,,,
GIN,Guinea,1977,,,,53482.0,,,,,,
GIN,Guinea,1978,,,,54592.0,,,,,,
GIN,Guinea,1979,,,,55748.0,,,,,,
GIN,Guinea,1980,,,,56959.0,,,,,,
GIN,Guinea,1981,,,,58260.0,,,,,,
GIN,Guinea,1982,,,,59644.0,,,,,,
GIN,Guinea,1983,,,,61104.0,,,,,,
GIN,Guinea,1984,,,,62556.0,,,,,,
GIN,Guinea,1985,,,,64010.0,,,,,,
GIN,Guinea,1986,,,,65571.0,,,,,,
GIN,Guinea,1987,,,,67032.0,,,,,,
GIN,Guinea,1988,,,,68576.0,,,,,,
GIN,Guinea,1989,,,,70174.0,,,,,,
GIN,Guinea,1990,,,,72008.0,,,,,,
GIN,Guinea,1991,,,,75214.0,,,,,,
GIN,Guinea,1992,,,,78445.0,,,,,,
GIN,Guinea,1993,,,,80347.0,,,,,,
GIN,Guinea,1994,,,,82982.0,,,,,,
GIN,Guinea,1995,,,,85533.0,,,,,,
GIN,Guinea,1996,,,,88226.0,,,,,,
GIN,Guinea,1997,,,,90877.0,,,,,,
GIN,Guinea,1998,,,,93724.0,,,,,,
GIN,Guinea,1999,,,,97064.0,,,,,,
GIN,Guinea,2000,,,,100744.0,,,,,,
GIN,Guinea,2001,,,,104209.0,,,,,,
GIN,Guinea,2002,,,,107458.0,,,,,,
GIN,Guinea,2003,,,,110788.0,,,,,,
GIN,Guinea,2004,,,,114736.0,,,,,,
GIN,Guinea,2005,,,,118344.0,,,,,,
GIN,Guinea,2006,,,,121501.0,,,,,,
GIN,Guinea,2007,,,,123748.0,,,,,,
GIN,Guinea,2008,,,,125845.0,,,,,,
GIN,Guinea,2009,,,,129653.0,,,,,,
GIN,Guinea,2010,,,,132684.0,,,,,,
GIN,Guinea,2011,,,,132980.0,,,,,,
GIN,Guinea,2012,,,,135882.0,,,,,,
GIN,Guinea,2013,,,,138250.0,,,,,,
GIN,Guinea,2014,,,,139921.0,,,,,,
GIN,Guinea,2015,,,,141208.0,,,,,,
GIN,Guinea,2016,,,,143953.0,,,,,,
GIN,Guinea,2017,,,,147480.0,,,,,,
GIN,Guinea,2018,,,,151477.0,,,,,,
GIN,Guinea,2019,,,,155018.0,,,,,,
GIN,Guinea,2020,,,,159288.0,,,,,,
GIN,Guinea,2021,,,,163699.0,,,,,,
GIN,Guinea,2022,,,,168268.0,,,,,,
GIN,Guinea,2023,,,,171447.0,,,,,,
GNB,Guinea-Bissau,1970,,,,7472.0,,,,,,
GNB,Guinea-Bissau,1971,,,,7736.0,,,,,,
GNB,Guinea-Bissau,1972,,,,7960.0,,,,,,
GNB,Guinea-Bissau,1973,,,,8202.0,,,,,,
GNB,Guinea-Bissau,1974,,,,8284.0,,,,,,
GNB,Guinea-Bissau,1975,,,,8259.0,,,,,,
GNB,Guinea-Bissau,1976,,,,8249.0,,,,,,
GNB,Guinea-Bissau,1977,,,,8257.0,,,,,,
GNB,Guinea-Bissau,1978,,,,8306.0,,,,,,
GNB,Guinea-Bissau,1979,,,,8717.0,,,,,,
GNB,Guinea-Bissau,1980,,,,8826.0,,,,,,
GNB,Guinea-Bissau,1981,,,,9161.0,,,,,,
GNB,Guinea-Bissau,1982,,,,9581.0,,,,,,
GNB,Guinea-Bissau,1983,,,,10007.0,,,,,,
GNB,Guinea-Bissau,1984,,,,10453.0,,,,,,
GNB,Guinea-Bissau,1985,,,,10877.0,,,,,,
GNB,Guinea-Bissau,1986,,,,11306.0,,,,,,
GNB,Guinea-Bissau,1987,,,,11741.0,,,,,,
GNB,Guinea-Bissau,1988,,,,12139.0,,,,,,
GNB,Guinea-Bissau,1989,,,,12455.0,,,,,,
GNB,Guinea-Bissau,1990,,,,12605.0,,,,,,
GNB,Guinea-Bissau,1991,,,,12420.0,,,,,,
GNB,Guinea-Bissau,1992,,,,13033.0,,,,,,
GNB,Guinea-Bissau,1993,,,,13750.0,,,,,,
GNB,Guinea-Bissau,1994,,,,14338.0,,,,,,
GNB,Guinea-Bissau,1995,,,,14821.0,,,,,,
GNB,Guinea-Bissau,1996,,,,15148.0,,,,,,
GNB,Guinea-Bissau,1997,,,,15379.0,,,,,,
GNB,Guinea-Bissau,1998,,,,15544.0,,,,,,
GNB,Guinea-Bissau,1999,,,,15679.0,,,,,,
GNB,Guinea-Bissau,2000,,,,15795.0,,,,,,
GNB,Guinea-Bissau,2001,,,,15918.0,,,,,,
GNB,Guinea-Bissau,2002,,,,16058.0,,,,,,
GNB,Guinea-Bissau,2003,,,,15919.0,,,,,,
GNB,Guinea-Bissau,2004,,,,16136.0,,,,,,
GNB,Guinea-Bissau,2005,,,,16617.0,,,,,,
GNB,Guinea-Bissau,2006,,,,17044.0,,,,,,
GNB,Guinea-Bissau,2007,,,,17529.0,,,,,,
GNB,Guinea-Bissau,2008,,,,17940.0,,,,,,
GNB,Guinea-Bissau,2009,,,,18398.0,,,,,,
GNB,Guinea-Bissau,2010,,,,18934.0,,,,,,
GNB,Guinea-Bissau,2011,,,,19942.0,,,,,,
GNB,Guinea-Bissau,2012,,,,20494.0,,,,,,
GNB,Guinea-Bissau,2013,,,,21003.0,,,,,,
GNB,Guinea-Bissau,2014,,,,21798.0,,,,,,
GNB,Guinea-Bissau,2015,,,,22435.0,,,,,,
GNB,Guinea-Bissau,2016,,,,22998.0,,,,,,
GNB,Guinea-Bissau,2017,,,,23635.0,,,,,,
GNB,Guinea-Bissau,2018,,,,24276.0,,,,,,
GNB,Guinea-Bissau,2019,,,,25058.0,,,,,,
GNB,Guinea-Bissau,2020,,,,25345.0,,,,,,
GNB,Guinea-Bissau,2021,,,,25622.0,,,,,,
GNB,Guinea-Bissau,2022,,,,26015.0,,,,,,
GNB,Guinea-Bissau,2023,,,,26804.0,,,,,,
GRC,Greece,1971,,,,,,,,,,6.466229915618896
GRC,Greece,1972,,,,,,,,,,6.450389862060547
GRC,Greece,1973,,,,,,,,,,6.40388011932373
GRC,Greece,1974,,,,,,,,,,6.392079830169678
GRC,Greece,1975,,,,,,,,,,6.347720146179199
GRC,Greece,1976,,,,,,,,,,6.338089942932129
GRC,Greece,1977,,,,,,,,,,6.307630062103271
GRC,Greece,1978,,,,,,,,,,6.26308012008667
GRC,Greece,1979,,,,,,,,,,6.190599918365479
GRC,Greece,1980,,,,,,,,,,6.05728006362915
GRC,Greece,1981,,,,,,,,,,6.090849876403809
GRC,Greece,1982,,,,,,,,,,6.019509792327881
GRC,Greece,1983,,,,,,,,,,6.024980068206787
GRC,Greece,1984,,,,,,,,,,6.003620147705078
GRC,Greece,1985,,,,,,,,,,5.983910083770752
GRC,Greece,1986,,,,,,,,,,5.943319797515869
GRC,Greece,1987,,,,,,,,,,5.789760112762451
GRC,Greece,1988,,,,,,,,,,5.856400012969971
GRC,Greece,1989,,,,,,,,,,5.827610015869141
GRC,Greece,1990,,,,,,,,,,5.790279865264893
GRC,Greece,1991,,,,,,,,,,5.800839900970459
GRC,Greece,1992,,,,,,,,,,5.81289005279541
GRC,Greece,1993,,,,,,,,,,5.796360015869141
GRC,Greece,1994,,,,,,,,,,5.820020198822021
GRC,Greece,1995,,,,,,,,,,5.995480060577393
GRC,Greece,1996,,,,,,,,,,5.862390041351318
GRC,Greece,1997,,,,,,,,,,5.853350162506104
GRC,Greece,1998,,,,,,,,,,5.941800117492676
GRC,Greece,1999,,,,,,,,,,5.999289989471436
GRC,Greece,2000,,,,,,,,,,6.066549777984619
GRC,Greece,2001,,,,,,,,,,6.043230056762695
GRC,Greece,2002,,,,,,,,,,6.131820201873779
GRC,Greece,2003,,,,,,,,,,6.139790058135986
GRC,Greece,2004,,,,,,,,,,6.164649963378906
GRC,Greece,2005,,,,,,,,,,6.125669956207275
GRC,Greece,2006,,,,,,,,,,6.08420991897583
GRC,Greece,2007,,,,,,,,,,6.002359867095947
GRC,Greece,2010,,,,,,,,,,6.012800216674805
GRC,Greece,2011,,,,,,,,,,5.953030109405518
GRC,Greece,2012,,,,,,,,,,5.9510498046875
GRC,Greece,2013,,,,,,,,,,5.936490058898926
GRC,Greece,2014,,,,,,,,,,5.886380195617676
GRC,Greece,2015,,,,,,,,,,5.969810009002686
GRC,Greece,2016,,,,,,,,,,5.930170059204102
GRC,Greece,2017,,,,,,,,,,5.907440185546875
GRC,Greece,2018,,,,,,,,,,5.858290195465088
GRC,Greece,2019,,,,,,,,,,5.861629962921143
GRC,Greece,2020,,,,,,,,,,5.881669998168945
GRC,Greece,2021,,,,,,,,,,5.90457010269165
GUM,Guam,1970,,0.0,,,,,,,,
GUM,Guam,1971,,0.0,,,,,,,,
GUM,Guam,1972,,0.0,,,,,,,,
GUM,Guam,1973,,0.0,,,,,,,,
GUM,Guam,1974,,0.0,,,,,,,,
GUM,Guam,1975,,0.0,,,,,,,,
GUM,Guam,1976,,0.0,,,,,,,,
GUM,Guam,1977,,0.0,,,,,,,,
GUM,Guam,1978,,0.0,,,,,,,,
GUM,Guam,1979,,0.0,,,,,,,,
GUM,Guam,1980,,0.0,,,,,,,,
GUM,Guam,1981,,0.0,,,,,,,,
GUM,Guam,1982,,0.0,,,,,,,,
GUM,Guam,1983,,0.0,,,,,,,,
GUM,Guam,1984,,0.0,,,,,,,,
GUM,Guam,1985,,0.0,,,,,,,,
GUM,Guam,1986,,0.0,,,,,,,,
GUM,Guam,1987,,0.0,,,,,,,,
GUM,Guam,1988,,0.0,,,,,,,,
GUM,Guam,1989,,0.0,,,,,,,,
GUM,Guam,1990,,0.0,,,,,,,,
GUM,Guam,1991,,0.0,,,,,,,,
GUM,Guam,1992,,0.0,,,,,,,,
GUM,Guam,1993,,0.0,,,,,,,,
GUM,Guam,1994,,0.0,,,,,,,,
GUM,Guam,1995,,0.0,,,,,,,,
GUM,Guam,1996,,0.0,,,,,,,,
GUM,Guam,1997,,0.0,,,,,,,,
GUM,Guam,1998,,0.0,,,,,,,,
GUM,Guam,1999,,0.0,,,,,,,,
GUM,Guam,2000,,0.0,,,,,,,,
GUM,Guam,2001,,0.0,,,,,,,,
GUM,Guam,2002,,0.0,,,,,,,,
GUM,Guam,2003,,0.0,,,,,,,,
GUM,Guam,2004,,0.0,,,,,,,,
GUM,Guam,2005,,0.0,,,,,,,,
GUM,Guam,2006,,0.0,,,,,,,,
GUM,Guam,2007,,0.0,,,,,,,,
GUM,Guam,2008,,0.0,,,,,,,,
GUM,Guam,2009,,0.0,,,,,,,,
GUM,Guam,2010,,0.0,,,,,,,,
GUM,Guam,2011,,0.0,,,,,,,,
GUM,Guam,2012,,0.0,,,,,,,,
GUY,Guyana,1970,,,0.0,,,,,,,
GUY,Guyana,1971,,,0.0,,,,,,,
GUY,Guyana,1972,,,0.0,,,,,,,
GUY,Guyana,1973,,,0.0,,,,,,,
GUY,Guyana,1974,,,0.0,,,,,,,
GUY,Guyana,1975,,,0.0,,,,,,,
GUY,Guyana,1976,,,0.0,,,,,,,
GUY,Guyana,1977,,,0.0,,,,,,,
GUY,Guyana,1978,,,0.0,,,,,,,
GUY,Guyana,1979,,,0.0,,,,,,,
GUY,Guyana,1980,,,0.0,,,,,,,
GUY,Guyana,1981,,,0.0,,,,,,,
GUY,Guyana,1982,,,0.0,,,,,,,
GUY,Guyana,1983,,,0.0,,,,,,,
GUY,Guyana,1984,,,0.0,,,,,,,
GUY,Guyana,1985,,,0.0,,,,,,,
GUY,Guyana,1986,,,0.0,,,,,,,
GUY,Guyana,1987,,,0.0,,,,,,,
GUY,Guyana,1988,,,0.0,,,,,,,
GUY,Guyana,1989,,,0.0,,,,,,,
GUY,Guyana,1990,,,0.0,,,,,,,
GUY,Guyana,1991,,,0.0,,,,,,,
GUY,Guyana,1992,,,0.0,,,,,,,
GUY,Guyana,1993,,,0.0,,,,,,,
GUY,Guyana,1994,,,0.0,,,,,,,
GUY,Guyana,1995,,,0.0,,,,,,,
GUY,Guyana,1996,,,0.0,,,,,,,
GUY,Guyana,1997,,,0.0,,,,,,,
GUY,Guyana,1998,,,0.0,,,,,,,
GUY,Guyana,1999,,,0.0,,,,,,,
